node_count,simulation_time,sim_params,total_tx_created,total_slots,total_tx_in_all_slots,avg_txs_per_slot,avg_inter_slot_time,messages_per_slot
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 0.5, ""Max_Txs"": 100}",1953.0,150,509.2,3.39,2.75,640989.1
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 0.25, ""Max_Txs"": 100}",3995.6,150,600,3.60,2.87,74419.4
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 0.125, ""Max_Txs"": 100}",7972.0,100,400,4.00,3.51,114593.8
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 0.0625, ""Max_Txs"": 100}",15879.6,100,520,5.20,2.89,97363.0
50,12.0,"{""n_nodes"": 50, ""sim_duration"": 12.0, ""mine"": 0.03125, ""Max_Txs"": 100}",6382.8,50,40,0.80,0.00,63540.8
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 0.15625, ""Max_Txs"": 100}",64347.6,150,485.2,3.24,2.66,78772.7
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 0.0078125, ""Max_Txs"": 100}",0,0,0,0,0,0
