node_count,simulation_time,sim_params,total_tx_created,main_chain_length,total_tx_in_mainchain,total_stale_blocks,avg_depth_stale_blocks,avg_blocks_per_node,avg_inter_block_time,avg_messages_per_block
50,100.0,"{'mine': 1}",4096,383,3542,1,1.00,7.66,0.60,1300.44
50,5.0,"{'mine': 2}",554,18,426,1,1.00,0.36,0.33,1180.33
50,5.0,"{'mine': 4}",1001,21,894,1,1.00,0.42,47.26,2613.05
50,5.0,"{'mine': 8}",2002,16,1842,2,1.00,0.32,7.74,1530.88
50,2.5,"{'mine': 16}",1991,14,1727,0,0.00,0.28,14.36,968.14
50,2.5,"{'mine': 32}",3919,15,2814,0,0.00,0.30,116.99,954.13
50,2.5,"{'mine': 64}",7968,9,1800,1,1.00,0.18,1808.33,1882.89
50,1.0,"{'mine': 128}",6347,3,600,1,1.00,0.06,2552.91,2851.00
