node_count,simulation_time,sim_params,total_tx_created,main_chain_length,total_tx_in_mainchain,total_stale_blocks,avg_depth_stale_blocks,avg_blocks_per_node,avg_inter_block_time,avg_messages_per_block
50,50.0,"{'mine': 1}",4067,411,3514,1,1.00,8.22,0.58,1214.69
50,25.0,"{'mine': 2}",2539,106,1989,1,1.00,2.12,4.71,1144.86
50,25.0,"{'mine': 4}",4952,103,3958,1,1.00,2.06,36.95,1235.21
50,5.0,"{'mine': 8}",1980,16,1725,2,1.00,0.32,14.66,1449.50
50,5.0,"{'mine': 16}",4008,22,3786,1,1.00,0.44,91.98,1237.59
50,5.0,"{'mine': 32}",8124,22,3624,1,1.00,0.44,164.88,1387.73
50,5.0,"{'mine': 64}",15425,10,1575,2,1.00,0.20,26.61,2138.00
50,5.0,"{'mine': 128}",31720,30,4690,1,1.00,0.60,38.62,711.67
