node_count,simulation_time,sim_params,total_tx_created,total_slots,total_tx_in_all_slots,avg_txs_per_slot,avg_inter_slot_time,messages_per_slot_finalisation
25,12.5,"{""n_nodes"": 25, ""sim_duration"": 12.5}",309,75,257,3.43,1.58,17029.67
12,50.0,"{""n_nodes"": 12, ""sim_duration"": 50.0}",601,540,587,1.09,0.99,2035.16
50,12.5,"{""n_nodes"": 50, ""sim_duration"": 12.5}",661,350,503,1.44,1.32,11945.43
100,12.5,"{""n_nodes"": 100, ""sim_duration"": 12.5}",1286,800,1001,1.25,0.98,18614.50
200,5.0,"{""n_nodes"": 200, ""sim_duration"": 5.0}",991,400,217,0.54,0.69,49691.50
400,10.0,"{""n_nodes"": 400, ""sim_duration"": 10.0}",4013,4032,1458,0.36,0.60,46555.75
800,2.5,"{""n_nodes"": 800, ""sim_duration"": 10}",8312,12800,1041,0.11,0.28,36454.00
1600,2.5,"{""n_nodes"": 1600, ""sim_duration"": 2.5}",3963,6400,384,0.06,0.34,69474.50
