node_count,simulation_time,sim_params,total_tx_created,total_slots,total_tx_in_all_slots,avg_txs_per_slot,avg_inter_slot_time,messages_per_slot_finalisation
12,100.0,"{""n_nodes"": 12, ""sim_duration"": 100.0}",1188,624,1171,1.88,1.85,5570.27
25,50.0,"{""n_nodes"": 25, ""sim_duration"": 50.0}",1260,850,1219,1.43,1.36,5927.12
50,50.0,"{""n_nodes"": 50, ""sim_duration"": 50.0}",2527,1600,2448,1.53,1.42,13733.06
100,50.0,"{""n_nodes"": 100, ""sim_duration"": 50.0}",5020,3800,4833,1.27,1.23,17485.34
200,25.0,"{""n_nodes"": 200, ""sim_duration"": 25.0}",4958,4302,2838,0.66,1.05,31288.28
400,5.0,"{""n_nodes"": 400, ""sim_duration"": 5.0}",1968,1200,325,0.27,0.77,62136.33,True
800,10.0,"{""n_nodes"": 800, ""sim_duration"": 10.0}",8230,6743, 1004, 0.13,0.92,156300.4,True
