node_count,simulation_time,sim_params,total_tx_created,total_slots,total_tx_in_all_slots,avg_txs_per_slot,avg_inter_slot_time,messages_per_slot
50,12.5,"{'mine': 1}",613,450,519,1.15,1.06,8251.00
50,10.0,"{'mine': 2}",970,450,608,1.35,0.70,6807.22
50,10.0,"{'mine': 4}",2036,300,1000,3.33,0.68,11450.00
50,10.0,"{'mine': 8}",4081,200,800,4.00,1.54,17666.00
50,10.0,"{'mine': 16}",8058,150,600,4.00,1.70,23905.67
50,10.0,"{'mine': 32}",16084,100,400,4.00,1.20,38118.00
50,10.0,"{'mine': 64}",32261,250,744,2.98,0.74,13138.60
50,10.0,"{'mine': 128}",63867,300,939,3.13,1.03,11292.00
