node_count,simulation_time,sim_params,total_tx_created,total_slots,total_tx_in_all_slots,avg_txs_per_slot,avg_inter_slot_time,messages_per_slot
50,50.0,"{'mine': 1}",2415,1800,2368,1.32,1.23,9505.64
50,20.0,"{'mine': 2}",2020,100,400,4.00,5.01,89234.50
50,20.0,"{'mine': 4}",4025,100,400,4.00,3.53,78824.50
50,20.0,"{'mine': 8}",8046,100,230,2.30,2.56,77328.50
50,20.0,"{'mine': 16}",16067,100,400,4.00,3.36,86859.50
50,20.0,"{'mine': 32}",32222,100,400,4.00,3.54,80953.50
50,20.0,"{'mine': 64}",64220,100,400,4.00,2.32,75651.00
50,20.0,"{'mine': 128}",127792,100,400,4.00,3.26,85601.50
