node_count,simulation_time,sim_params,total_tx_created,main_chain_length,total_tx_in_mainchain,total_stale_blocks,avg_depth_stale_blocks,avg_inter_block_time,avg_messages_per_block
12,100.0,"{""n_nodes"": 12, ""sim_duration"": 100.0, ""mine"": 0.25}",1218,126,1106,0,0.00,0.37,932.56
25,100.0,"{""n_nodes"": 25, ""sim_duration"": 100.0, ""mine"": 0.25}",2276,215,2000,0,0.00,0.48,1143.68
50,100.0,"{""n_nodes"": 50, ""sim_duration"": 100.0, ""mine"": 0.25}",3793,400,3332,5,1.40,0.59,1226.79
100,100.0,"{""n_nodes"": 100, ""sim_duration"": 100.0, ""mine"": 0.25}",6457,622,5511,2,1.00,1.22,1595.74
200,100.0,"{""n_nodes"": 200, ""sim_duration"": 100.0, ""mine"": 0.25}",9722,876,7689,6,1.33,4.39,2262.85
800,25.0,"{""n_nodes"": 800, ""sim_duration"": 25.0, ""mine"": 0.25}",9005,292,1657,20,1.20,8.66,6585.99
1600,10.0,"{""n_nodes"": 1600, ""sim_duration"": 10.0, ""mine"": 0.25}",10676,129,431,38,2.05,12.64,11415.89
