node_count,simulation_time,sim_params,total_tx_created,main_chain_length,total_tx_in_mainchain,total_stale_blocks,avg_depth_stale_blocks,avg_blocks_per_node,avg_inter_block_time,avg_messages_per_block
50,100.0,"{'mine': 1}",3857,360,3351,0,0.00,7.20,0.62,1383.13
50,25.0,"{'mine': 2}",2261,90,1981,0,0.00,1.80,5.44,1396.39
50,25.0,"{'mine': 4}",2494,98,2239,1,1.00,1.96,4.60,1282.20
50,10.0,"{'mine': 8}",3997,39,3409,1,1.00,0.78,50.64,1209.77
50,2.5,"{'mine': 16}",1952,10,1817,0,0.00,0.20,17.13,1135.10
50,2.5,"{'mine': 32}",3973,13,2453,2,1.00,0.26,151.85,1006.92
50,2.5,"{'mine': 64}",7857,11,2002,0,0.00,0.22,1203.35,1732.73
50,1.0,"{'mine': 128}",6448,1,200,2,1.00,0.02,0,8876.00
