node_count,simulation_time,sim_params,total_tx_created,main_chain_length,total_tx_in_mainchain,total_stale_blocks,avg_depth_stale_blocks,avg_blocks_per_node,avg_inter_block_time,avg_messages_per_block
50,25.0,"{'mine': 1}",1247,86,1180,1,1.00,1.72,1.08,1359.47
50,25.0,"{'mine': 2}",2461,90,2281,0,0.00,1.80,5.44,1396.39
50,25.0,"{'mine': 4}",2493,96,2121,1,1.00,1.92,4.74,1309.85
50,10.0,"{'mine': 8}",3999,36,3813,1,1.00,0.72,55.71,1311.19
50,2.5,"{'mine': 16}",1951,10,1813,0,0.00,0.20,16.90,1140.10
50,2.5,"{'mine': 32}",3973,14,2645,1,1.00,0.28,139.51,944.93
50,2.5,"{'mine': 64}",7857,10,1802,2,1.00,0.20,1076.75,1933.10
50,1.0,"{'mine': 128}",6448,1,180,2,1.00,0.02,0,8835.00
