node_count,simulation_time,sim_params,total_tx_created,total_slots,total_tx_in_all_slots,avg_txs_per_slot,avg_inter_slot_time,messages_per_slot_finalisation
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 20}",1910,150,60,4.0,3.17,65157.00
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 50}",1987,100,100,10.0,3.06,131810.50
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 100}",1936,100,200,20.0,2.09,216339.00
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 200}",2014,200,736,36.8,2.40,41477.75
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 400}",2035,100,800,80.0,1.69,252069.50
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 800}",1955,100,856,85.6,8.55,181370.00
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 1600}",2074,100,475,4.75,4.71,99409.00
50,20.0,"{""n_nodes"": 50, ""sim_duration"": 20.0, ""mine"": 1.0, ""Max_Txs"": 3200}",2071,100,511,5.11,6.46,132122.50
